1,200288
2,200384
3,199168
4,200544
5,199424
6,200416
7,200000
8,199712
9,200288
10,200384
11,199168
12,200544
13,199424
14,200416
15,200256
16,199136
17,200608
18,199552
19,200192
20,200352
21,200288
22,199488
23,200288
24,199168
25,200608
26,200320
27,199424
28,200352
29,200320
30,199136
31,200608
32,199168
33,200576
34,200352
35,200320
36,199456
37,200288
38,199168
39,200608
40,199168
41,200576
42,200352
43,200320
44,199136
45,200608
46,199168
47,200576
48,199200
49,200608
50,200320
51,199456
52,200256
53,200352
54,199168
55,200576
56,200288
57,200000
58,199520
59,200608
60,200256
61,199168
62,199520
63,200608
64,200256
65,200000
66,199520
67,200608
68,200256
69,199168
70,199520
71,200608
72,200256
73,200000
74,199520
75,200256
76,200608
77,199168
78,200672
79,199104
80,200608
81,199456
82,200320
83,200000
84,200608
85,199168
86,200608
87,199456
88,200320
89,200000
90,200608
91,199168
92,200608
93,199168
94,200608
95,199456
96,200320
97,200000
98,200608
99,199168
100,200608
101,199456
102,200320
103,199456
104,200320
105,200000
106,200608
107,199168
108,200608
109,199456
110,200128
111,200192
112,200544
113,199232
114,200608
115,199456
116,200256
117,199520
118,200320
119,200000
120,199392
121,200576
122,200416
123,200000
124,199712
125,199456
126,200352
127,200032
128,199392
129,200576
130,200416
131,200000
132,199392
133,200608
134,199552
135,200000
136,199392
137,200608
138,200384
139,200224
140,199168
141,200608
142,199552
143,200192
144,200352
145,200320
146,199136
147,200608
148,199168
149,200576
150,199456
151,200352
152,200320
153,200288
154,199168
155,200576
156,199200
157,200576
158,199200
159,200608
160,200000
161,200608
162,199168
163,200576
164,199200
165,200608
166,200320
167,200288
168,199168
169,199776
170,200544
171,200032
172,199200
173,200608
174,200000
175,199776
176,200256
177,200320
178,199200
179,200608
180,200192
181,199232
182,200352
183,199776
184,200256
185,200000
186,199520
187,200608
188,200256
189,199168
190,200352
191,199776
192,200256
193,200000
194,199520
195,200608
196,200256
197,200000
198,199520
199,200256
200,200544
201,199232
202,200608
203,199456
204,200320
205,200000
206,199392
207,200512
208,200480
209,199168
210,200608
211,199456
212,200320
213,199456
214,200320
215,200224
216,200384
217,199456
218,200320
219,198880
220,200928
221,199360
222,188928
223,198560
224,200128
225,200128
226,200128
227,200128
228,212480
229,186624
230,201632
231,200480
232,198560
233,200128
234,200128
235,199776
236,200128
237,208064
238,193216
239,199840
240,198528
241,200992
242,199104
243,200352
244,200384
245,199808
246,200320
247,199712
248,200128
249,200128
250,199104
251,200352
252,200192
253,200064
254,198816
255,201632
256,199104
257,200352
258,200384
259,200000
260,198624
261,200128
262,200128
263,200672
264,200352
265,199712
266,200128
267,200128
268,200128
269,199104
270,200320
271,200800
272,198560
273,200128
274,201696
275,198592
276,212032
277,188416
278,199808
279,200128
280,200320
281,198624
282,200448
283,212192
284,188768
285,199840
286,198784
287,201920
288,198272
289,200128
290,213152
291,187520
292,200128
293,200128
294,200128
295,199104
296,200384
297,212704
298,200192
299,199520
300,187552
301,200096
302,200224
303,200352
304,199808
305,198880
306,200192
307,201920
308,198080
309,200128
310,200128
311,200256
312,199104
313,201632
314,199872
315,198592
316,200096
317,201536
318,200288
319,200128
320,198528
321,200352
322,199808
323,199904
324,200128
325,200128
326,199872
327,200320
328,199840
329,200224
330,200128
331,200096
332,200352
333,199584
334,199040
335,200256
336,200128
337,200128
338,200128
339,199872
340,200128
341,200320
342,199776
343,200352
344,199808
345,200320
346,198624
347,201536
348,198560
349,200352
350,200288
351,201120
352,198560
353,201312
354,200096
355,198592
356,200096
357,200352
358,199840
359,200096
360,200320
361,200192
362,200128
363,199840
364,200352
365,198496
366,200320
367,200352
368,200384
369,199584
370,198848
371,200320
372,200672
373,200352
374,200384
375,199584
376,199104
377,200000
378,201632
379,200128
380,198560
381,200480
382,198784
383,200096
384,201632
385,199104
386,200192
387,200128
388,200128
389,200000
390,200128
391,200128
392,200128
393,199104
394,200128
395,200544
396,200128
397,200128
398,200256
399,199104
400,199808
401,200384
402,200128
403,198848
404,200384
405,201632
406,198624
407,212672
408,188064
409,200352
410,198592
411,201920
412,199584
413,198560
414,205536
415,195264
416,200352
417,200384
418,198624
419,200128
420,200288
421,200384
422,199808
423,200320
424,199840
425,198560
426,200000
427,201920
428,200096
429,198592
430,200128
431,200512
432,199936
433,199584
434,200128
435,200128
436,200128
437,200128
438,198368
439,200384
440,200352
441,200192
442,200128
443,200128
444,200000
445,200096
446,200288
447,200128
448,200128
449,200128
450,200192
451,199328
452,200128
453,200128
454,200096
455,200352
456,200128
457,198624
458,200128
459,200128
460,200128
461,198976
462,201152
463,200128
464,200128
465,200128
466,200416
467,198624
468,200544
469,199904
470,200352
471,200384
472,198624
473,200608
474,200320
475,199872
476,199808
477,200320
478,200000
479,200384
480,198368
481,200128
482,200480
483,200320
484,200128
485,198560
486,204768
487,196512
488,200128
489,200128
490,198848
491,201952
492,210720
493,200640
494,199744
495,200000
496,200032
497,200352
498,200256
499,200160
500,199136
501,208384
