1,503296
2,498688
3,489600
4,510272
5,498688
6,489088
7,512864
8,498368
9,498688
10,500992
11,500992
12,498880
13,498688
14,498368
15,500992
16,498688
17,500960
18,498912
19,500992
20,498688
21,498368
22,496608
23,503040
24,498912
25,500992
26,492288
27,504768
28,500960
29,498688
30,500992
31,498912
32,498688
33,500960
34,500992
35,498368
36,498688
37,498912
38,500960
39,498688
40,500992
41,498368
42,500992
43,498688
44,498880
45,498688
46,500992
47,498368
48,500960
49,498720
50,498880
51,500992
52,498688
53,500992
54,496064
55,500992
56,500960
57,500992
58,498912
59,498688
60,500960
61,498368
62,496608
63,493792
64,508160
65,500992
66,498688
67,484736
68,510240
69,493792
70,496608
71,510272
72,486784
73,500960
74,510272
75,491712
76,498592
77,501280
78,505344
79,491712
80,510272
81,498688
82,500960
83,498912
84,500992
85,498688
86,498336
87,500992
88,500992
89,498688
90,498912
91,500960
92,498688
93,498368
94,500992
95,498688
96,500992
97,498880
98,498688
99,498368
100,500992
101,500960
102,496640
103,496064
104,503584
105,500992
106,498368
107,500960
108,498688
109,498912
110,500992
111,498688
112,500992
113,498336
114,500992
115,498688
116,498912
117,498688
118,475424
119,512352
120,512544
121,498688
122,496608
123,498368
124,496608
125,496064
126,507968
127,491328
128,503648
129,491712
130,510240
131,496640
132,498688
133,498368
134,494304
135,505344
136,498912
137,500992
138,496064
139,496608
140,500992
141,507968
142,496064
143,493984
144,500992
145,510240
146,489440
147,496608
148,505344
149,496608
150,510272
151,493984
152,505344
153,498688
154,498912
155,500960
156,500992
157,498688
158,498368
159,498688
160,498912
161,500960
162,498688
163,498368
164,500992
165,498688
166,500992
167,498880
168,500992
169,498688
170,500992
171,498336
172,500992
173,496608
174,500992
175,498688
176,500992
177,498368
178,491648
179,507744
180,499168
181,500992
182,491680
183,493792
184,500992
185,500960
186,500992
187,496608
188,500992
189,498336
190,496640
191,503040
192,498912
193,500992
194,496064
195,503584
196,498368
197,500992
198,498688
199,498880
200,500992
201,498688
202,498368
203,500992
204,500960
205,494336
206,503264
207,500992
208,496064
209,500992
210,311456
211,688192
212,498912
213,500992
214,498688
215,500960
216,498368
217,498688
218,500992
219,498912
220,496064
221,503584
222,494016
223,503040
224,498912
225,498688
226,503264
227,498688
228,498368
229,498688
230,500992
231,500992
232,496608
233,498336
234,500992
235,503616
236,498336
237,498688
238,498912
239,500992
240,498688
241,500992
242,500960
243,493984
244,503072
245,498912
246,500960
247,496096
248,500960
249,500992
250,496608
251,500992
252,500960
253,498688
254,496096
255,503264
256,498688
257,498912
258,493248
259,506400
260,500992
261,496064
262,498912
263,500992
264,498688
265,500960
266,500992
267,500992
268,498336
269,498720
270,498880
271,498688
272,500992
273,500992
274,498336
275,498720
276,500960
277,498912
278,500960
279,498720
280,498336
281,498688
282,496640
283,500960
284,503264
285,498720
286,500960
287,500992
288,496064
289,500992
290,500960
291,498912
292,496064
293,498688
294,503296
295,500960
296,498688
297,500992
298,496608
299,500992
300,498368
301,498688
302,496608
303,503264
304,498688
305,500992
306,498336
307,500992
308,498688
309,493536
310,506368
311,498688
312,500960
313,498368
314,500992
315,498688
316,500960
317,496640
318,500960
319,498368
320,498688
321,503264
322,498688
323,498912
324,498688
325,500992
326,496064
327,503264
328,498688
329,498912
330,498688
331,500992
332,498336
333,500992
334,496608
335,503072
336,498912
337,500960
338,498688
339,500992
340,498368
341,498688
342,493984
343,500992
344,503584
345,498368
346,500992
347,496608
348,503072
349,498880
350,500992
351,496064
352,498688
353,503264
354,498720
355,498880
356,503072
357,493984
358,500992
359,500992
360,495200
361,504448
362,496608
363,503264
364,498720
365,496064
366,503264
367,498688
368,500992
369,498880
370,498720
371,498336
372,500992
373,498688
374,500992
375,493984
376,505888
377,498688
378,498368
379,500992
380,498688
381,500960
382,498912
383,498688
384,500992
385,500960
386,498368
387,498688
388,500992
389,498912
390,498688
391,498336
392,500960
393,499008
394,487840
395,498688
396,501056
397,499264
398,501216
399,498336
400,498880
401,497984
402,494752
403,520864
404,485696
405,497408
406,502400
407,497696
408,500128
409,497504
410,501376
411,498528
412,500640
413,499200
414,500576
415,496768
416,499680
417,502400
418,497344
419,501792
420,500928
421,499168
422,492832
423,501408
424,501664
425,512992
426,476256
427,516640
428,493376
429,498816
430,500576
431,497760
432,496672
433,500832
434,503776
435,498560
436,497984
437,502400
438,500736
439,495264
440,501888
441,500992
442,496992
443,497984
444,501344
445,501024
446,497856
447,501280
448,499072
449,499712
450,498048
451,500640
452,500672
453,497856
454,499904
455,500416
456,497952
457,499104
458,500800
459,499424
460,510624
461,489760
462,493184
463,500960
464,503424
465,497920
466,500832
467,507968
468,490624
469,500864
470,497856
471,499104
472,499872
473,487328
474,518976
475,493600
476,500992
477,497536
478,499232
479,500928
480,501152
481,498944
482,492896
483,500672
484,506848
485,495296
486,499040
487,501952
488,499360
489,512736
490,485824
491,500224
492,501984
493,495040
494,501760
495,499360
496,500512
497,490112
498,522304
499,498368
500,498784
501,498176
